lith_word_studied,eng_word_studied,participant_id,delay_group,study1_start,study2_start,study3_start,study4_start,study5_start,jol_start,recall_start,jol_value,eng_word_response,recall_accuracy,study_test_lag
varpas,bell,C34,C,1485456945,1485457566,1485458270,1485458889,1485459561,1485460037,1485542594,50,bell,1,1383.883333
miestas,city,C34,C,1485456959,1485457556,1485458284,1485458856,1485459510,1485460034,1485542586,30,city,1,1384.6
lietus,rain,C34,C,1485456973,1485457588,1485458294,1485458903,1485459520,1485460018,1485542577,20,unsure,0,1384.283333
batas,shoe,C34,C,1485456987,1485457625,1485458339,1485458965,1485459575,1485460059,1485542596,10,unsure,0,1383.683333
karalius,king,C34,C,1485457003,1485457665,1485458355,1485458927,1485459607,1485460053,1485542606,100,king,1,1383.316667
akis,eye,C34,C,1485457016,1485457651,1485458326,1485458975,1485459585,1485460071,1485542622,90,eye,1,1383.95
masina,car,C34,C,1485457028,1485457641,1485458369,1485458955,1485459621,1485460040,1485542610,51,meat,0,1383.15
pinigine,wallet,C34,C,1485457040,1485457615,1485458310,1485458939,1485459597,1485460044,1485542619,85,wallet,1,1383.7
laikrodis,clock,C34,C,1485457050,1485457693,1485458407,1485459038,1485459684,1485460097,1485542655,60,clock,1,1382.85
laiptelis,stair,C34,C,1485457062,1485457679,1485458397,1485458988,1485459654,1485460080,1485542624,90,stair,1,1382.833333
kumpis,ham,C34,C,1485457078,1485457730,1485458385,1485459002,1485459668,1485460092,1485542644,80,ham,1,1382.933333
duona,bread,C34,C,1485457090,1485457709,1485458419,1485459026,1485459638,1485460087,1485542666,90,car,0,1383.8
vaistas,drug,C34,C,1485457104,1485457719,1485458431,1485459014,1485459700,1485460109,1485542694,60,unsure,0,1383.233333
pastatas,building,C35,C,1486068196,1486068837,1486069413,1486070106,1486070697,1486071439,1486154738,94,building,1,1400.683333
mesa,meat,C35,C,1486068208,1486068811,1486069469,1486070076,1486070721,1486071435,1486154750,100,meat,1,1400.483333
kreida,chalk,C35,C,1486068222,1486068795,1486069429,1486070126,1486070711,1486071417,1486154760,73,king,0,1400.816667
bugnas,drum,C35,C,1486068236,1486068825,1486069443,1486070116,1486070731,1486071450,1486154754,68,belt,0,1400.383333
muilas,soap,C35,C,1486068248,1486068851,1486069459,1486070092,1486070741,1486071446,1486154766,56,book,0,1400.416667
rusys,basement,C35,C,1486068265,1486068894,1486069510,1486070168,1486070769,1486071457,1486154780,47,unsure,0,1400.183333
mokykla,school,C35,C,1486068279,1486068906,1486069538,1486070193,1486070806,1486071469,1486154799,81,school,1,1399.883333
dirzas,belt,C35,C,1486068295,1486068916,1486069522,1486070140,1486070757,1486071472,1486154828,71,cookie,0,1401.183333
pupa,bean,C35,C,1486068307,1486068865,1486069481,1486070180,1486070781,1486071465,1486154842,100,bean,1,1401.016667
nafta,oil,C35,C,1486068323,1486068880,1486069496,1486070152,1486070796,1486071462,1486154802,44,unsure,0,1400.1
sausainis,cookie,C35,C,1486068333,1486068972,1486069608,1486070245,1486070852,1486071491,1486154906,53,unsure,0,1400.9
purvas,dirt,C35,C,1486068343,1486068982,1486069576,1486070233,1486070862,1486071495,1486154937,61,eye,0,1401.25
traukinys,train,C35,C,1486068353,1486068928,1486069550,1486070205,1486070830,1486071486,1486154845,70,river,0,1400.25
arbata,tea,C35,C,1486068363,1486068944,1486069592,1486070255,1486070816,1486071476,1486154887,85,bread,0,1401.183333
smuikas,violin,C35,C,1486068380,1486068960,1486069566,1486070221,1486070842,1486071481,1486154949,46,mother,0,1401.783333
burna,mouth,C35,C,1486068396,1486069057,1486069651,1486070320,1486070931,1486071509,1486154981,93,ball,0,1400.833333
daina,song,C35,C,1486068406,1486069041,1486069621,1486070305,1486070919,1486071519,1486154999,86,tea,0,1401.333333
zele,jelly,C35,C,1486068422,1486069025,1486069677,1486070269,1486070905,1486071516,1486154976,99,eye,0,1401.183333
kriaukle,sink,C35,C,1486068432,1486069009,1486069661,1486070279,1486070876,1486071512,1486154992,74,cookie,0,1401.933333
kamuolys,ball,C35,C,1486068442,1486068993,1486069635,1486070291,1486070890,1486071503,1486155017,52,school,0,1402.116667
gelezis,iron,C35,C,1486068452,1486069130,1486069750,1486070378,1486070997,1486071522,1486155037,63,gem,0,1400.666667
kardas,sword,C35,C,1486068468,1486069069,1486069740,1486070394,1486070987,1486071537,1486155042,50,ham,0,1400.916667
tiltas,bridge,C35,C,1486068483,1486069114,1486069709,1486070362,1486070945,1486071534,1486155052,49,shoe,0,1401.783333
smegenys,brain,C35,C,1486068493,1486069097,1486069725,1486070348,1486070971,1486071529,1486155033,73,brain,1,1401.033333
sesuo,sister,C35,C,1486068509,1486069083,1486069693,1486070332,1486070959,1486071526,1486155026,84,sister,1,1401.116667
padazas,gravy,C35,C,1486068525,1486069140,1486069786,1486070406,1486071050,1486071559,1486155163,39,gravy,1,1401.883333
plyta,brick,C35,C,1486068537,1486069168,1486069770,1486070439,1486071066,1486071540,1486155076,67,food,0,1400.166667
lova,bed,C35,C,1486068549,1486069188,1486069800,1486070451,1486071009,1486071547,1486155071,81,bed,1,1401.033333
upe,river,C35,C,1486068563,1486069154,1486069760,1486070427,1486071021,1486071555,1486155135,38,eye,0,1401.9
kirvis,axe,C35,C,1486068573,1486069178,1486069814,1486070416,1486071038,1486071552,1486155095,44,hat,0,1400.95
kunigas,priest,C35,C,1486068587,1486069247,1486069834,1486070523,1486071104,1486071566,1486155182,58,priest,1,1401.3
knyga,book,C35,C,1486068604,1486069225,1486069824,1486070479,1486071116,1486071569,1486155187,42,king,0,1401.183333
varpas,bell,C35,C,1486068614,1486069212,1486069845,1486070495,1486071128,1486071577,1486155249,49,shirt,0,1402.016667
miestas,city,C35,C,1486068628,1486069202,1486069859,1486070463,1486071078,1486071573,1486155197,56,mother,0,1401.983333
lietus,rain,C35,C,1486068642,1486069235,1486069869,1486070509,1486071088,1486071562,1486155192,51,flower,0,1401.733333
batas,shoe,C35,C,1486068656,1486069271,1486069913,1486070572,1486071143,1486071596,1486155267,86,unsure,0,1402.066667
karalius,king,C35,C,1486068672,1486069311,1486069929,1486070533,1486071175,1486071594,1486155286,55,dip,0,1401.85
akis,eye,C35,C,1486068684,1486069297,1486069901,1486070582,1486071153,1486071599,1486155331,74,name,0,1402.966667
masina,car,C35,C,1486068696,1486069287,1486069943,1486070562,1486071189,1486071583,1486155312,89,friend,0,1402.05
pinigine,wallet,C35,C,1486068708,1486069261,1486069885,1486070546,1486071165,1486071587,1486155328,44,bread,0,1402.716667
laikrodis,clock,C35,C,1486068719,1486069340,1486069982,1486070644,1486071251,1486071611,1486155375,35,baby,0,1402.066667
laiptelis,stair,C35,C,1486068731,1486069325,1486069972,1486070594,1486071221,1486071602,1486155340,45,speak,0,1401.983333
kumpis,ham,C35,C,1486068747,1486069376,1486069960,1486070608,1486071235,1486071608,1486155357,68,unsure,0,1402.033333
duona,bread,C35,C,1486068759,1486069356,1486069994,1486070632,1486071205,1486071605,1486155395,71,woman,0,1403.166667
vaistas,drug,C35,C,1486068773,1486069366,1486070006,1486070620,1486071268,1486071617,1486155417,32,belt,0,1402.483333
pastatas,building,C36,C,1486494702,1486495339,1486495894,1486496546,1486497183,1486497958,1486582493,100,building,1,1421.833333
mesa,meat,C36,C,1486494715,1486495312,1486495950,1486496516,1486497207,1486497953,1486582514,100,meat,1,1421.783333
kreida,chalk,C36,C,1486494729,1486495296,1486495910,1486496567,1486497197,1486497941,1486582529,50,unsure,0,1422.2
bugnas,drum,C36,C,1486494743,1486495327,1486495924,1486496556,1486497217,1486497967,1486582518,90,unsure,0,1421.683333
muilas,soap,C36,C,1486494755,1486495353,1486495940,1486496532,1486497228,1486497962,1486582551,29,unsure,0,1422.05
rusys,basement,C36,C,1486494771,1486495395,1486495990,1486496609,1486497256,1486497973,1486582575,100,unsure,0,1421.983333
mokykla,school,C36,C,1486494785,1486495407,1486496019,1486496633,1486497292,1486497987,1486582595,83,unsure,0,1421.716667
dirzas,belt,C36,C,1486494801,1486495417,1486496002,1486496581,1486497244,1486497994,1486582640,97,unsure,0,1423.266667
pupa,bean,C36,C,1486494813,1486495367,1486495962,1486496621,1486497268,1486497984,1486582672,100,child,0,1423.4
nafta,oil,C36,C,1486494830,1486495381,1486495976,1486496593,1486497282,1486497980,1486582606,100,unsure,0,1422.066667
sausainis,cookie,C36,C,1486494840,1486495474,1486496089,1486496686,1486497338,1486498011,1486582705,100,building,0,1422.783333
purvas,dirt,C36,C,1486494850,1486495484,1486496057,1486496673,1486497349,1486498016,1486582718,100,unsure,0,1422.816667
traukinys,train,C36,C,1486494860,1486495429,1486496031,1486496645,1486497316,1486498007,1486582688,100,train,1,1422.866667
arbata,tea,C36,C,1486494870,1486495446,1486496073,1486496696,1486497302,1486497998,1486582701,99,unsure,0,1423.316667
smuikas,violin,C36,C,1486494886,1486495462,1486496047,1486496661,1486497328,1486498002,1486582721,93,unsure,0,1423.216667
burna,mouth,C36,C,1486494902,1486495559,1486496132,1486496760,1486497417,1486498026,1486582740,100,unsure,0,1422.05
daina,song,C36,C,1486494912,1486495542,1486496101,1486496746,1486497405,1486498039,1486582765,16,unsure,0,1422.666667
zele,jelly,C36,C,1486494928,1486495526,1486496158,1486496710,1486497391,1486498035,1486582728,100,jelly,1,1422.283333
kriaukle,sink,C36,C,1486494939,1486495510,1486496142,1486496720,1486497363,1486498029,1486582752,100,smoke,0,1423.15
kamuolys,ball,C36,C,1486494949,1486495494,1486496115,1486496732,1486497377,1486498021,1486582768,37,unsure,0,1423.183333
gelezis,iron,C36,C,1486494959,1486495631,1486496230,1486496819,1486497484,1486498045,1486582808,30,unsure,0,1422.066667
kardas,sword,C36,C,1486494975,1486495571,1486496220,1486496835,1486497474,1486498065,1486582813,100,unsure,0,1422.316667
tiltas,bridge,C36,C,1486494989,1486495615,1486496190,1486496803,1486497431,1486498060,1486582842,100,unsure,0,1423.516667
smegenys,brain,C36,C,1486494999,1486495599,1486496206,1486496788,1486497457,1486498055,1486582801,100,brain,1,1422.4
sesuo,sister,C36,C,1486495015,1486495585,1486496174,1486496772,1486497445,1486498049,1486582782,100,unsure,0,1422.283333
padazas,gravy,C36,C,1486495031,1486495641,1486496267,1486496847,1486497536,1486498087,1486582885,25,unsure,0,1422.483333
plyta,brick,C36,C,1486495044,1486495669,1486496251,1486496879,1486497552,1486498070,1486582861,51,unsure,0,1421.816667
lova,bed,C36,C,1486495056,1486495690,1486496281,1486496891,1486497496,1486498076,1486582845,100,unsure,0,1422.483333
upe,river,C36,C,1486495070,1486495655,1486496241,1486496867,1486497508,1486498083,1486582882,100,unsure,0,1422.9
kirvis,axe,C36,C,1486495080,1486495680,1486496295,1486496857,1486497524,1486498079,1486582864,40,unsure,0,1422.333333
kunigas,priest,C36,C,1486495094,1486495748,1486496315,1486496964,1486497591,1486498096,1486582891,79,people,0,1421.666667
knyga,book,C36,C,1486495110,1486495726,1486496305,1486496920,1486497603,1486498107,1486582903,100,unsure,0,1421.666667
varpas,bell,C36,C,1486495120,1486495714,1486496325,1486496936,1486497615,1486498122,1486582922,45,unsure,0,1421.783333
miestas,city,C36,C,1486495134,1486495704,1486496339,1486496903,1486497564,1486498111,1486582911,32,unsure,0,1422.45
lietus,rain,C36,C,1486495148,1486495736,1486496350,1486496950,1486497574,1486498092,1486582907,79,unsurer,0,1422.216667
batas,shoe,C36,C,1486495163,1486495772,1486496394,1486497012,1486497629,1486498147,1486582927,56,unsure,0,1421.633333
karalius,king,C36,C,1486495179,1486495813,1486496410,1486496974,1486497661,1486498143,1486582947,100,unsure,0,1421.433333
akis,eye,C36,C,1486495191,1486495799,1486496382,1486497022,1486497639,1486498157,1486582963,50,unsure,0,1422.066667
masina,car,C36,C,1486495203,1486495789,1486496424,1486497002,1486497675,1486498133,1486582954,100,car,1,1421.316667
pinigine,wallet,C36,C,1486495215,1486495762,1486496366,1486496986,1486497651,1486498137,1486582960,81,unsure,0,1421.816667
laikrodis,clock,C36,C,1486495225,1486495841,1486496463,1486497085,1486497738,1486498176,1486582979,100,unsurer,0,1420.683333
laiptelis,stair,C36,C,1486495237,1486495827,1486496452,1486497035,1486497708,1486498163,1486582967,51,unsure,0,1420.983333
kumpis,ham,C36,C,1486495253,1486495877,1486496440,1486497049,1486497722,1486498172,1486582971,100,book,0,1420.816667
duona,bread,C36,C,1486495265,1486495857,1486496475,1486497073,1486497692,1486498167,1486582982,51,unsure,0,1421.5
vaistas,drug,C36,C,1486495280,1486495867,1486496487,1486497061,1486497754,1486498184,1486582985,100,unsure,0,1420.516667
pastatas,building,C37,C,1487009662,1487010365,1487010925,1487011574,1487012199,1487012939,1487094765,100,building,1,1376.1
mesa,meat,C37,C,1487009674,1487010339,1487010981,1487011544,1487012223,1487012935,1487094770,100,meat,1,1375.783333
kreida,chalk,C37,C,1487009688,1487010323,1487010941,1487011594,1487012213,1487012923,1487094795,30,unsure,0,1376.366667
bugnas,drum,C37,C,1487009703,1487010353,1487010955,1487011584,1487012233,1487012953,1487094773,80,unsure,0,1375.666667
muilas,soap,C37,C,1487009715,1487010379,1487010971,1487011560,1487012243,1487012944,1487094803,30,unsure,0,1376
rusys,basement,C37,C,1487009731,1487010421,1487011022,1487011637,1487012272,1487012957,1487094841,90,basement,1,1376.15
mokykla,school,C37,C,1487009745,1487010433,1487011050,1487011661,1487012308,1487012967,1487094844,100,school,1,1375.6
dirzas,belt,C37,C,1487009761,1487010444,1487011034,1487011608,1487012259,1487012971,1487094867,70,belt,1,1376.8
pupa,bean,C37,C,1487009773,1487010393,1487010993,1487011649,1487012284,1487012965,1487094870,100,bean,1,1376.433333
nafta,oil,C37,C,1487009789,1487010407,1487011008,1487011620,1487012298,1487012961,1487094846,80,unsure,0,1375.8
sausainis,cookie,C37,C,1487009799,1487010500,1487011120,1487011713,1487012354,1487013004,1487094878,90,cookie,1,1375.4
purvas,dirt,C37,C,1487009809,1487010510,1487011088,1487011701,1487012364,1487013009,1487094882,60,dirt,1,1375.3
traukinys,train,C37,C,1487009820,1487010456,1487011062,1487011673,1487012332,1487012999,1487094873,9,train,1,1375.683333
arbata,tea,C37,C,1487009830,1487010472,1487011104,1487011723,1487012318,1487012976,1487094876,90,tea,1,1375.966667
smuikas,violin,C37,C,1487009846,1487010488,1487011078,1487011689,1487012344,1487012986,1487094898,4,unsure,0,1375.9
burna,mouth,C37,C,1487009862,1487010585,1487011163,1487011788,1487012433,1487013018,1487094909,90,unsure,0,1374.6
daina,song,C37,C,1487009872,1487010569,1487011133,1487011774,1487012421,1487013043,1487094956,100,song,1,1375.583333
zele,jelly,C37,C,1487009888,1487010552,1487011189,1487011737,1487012407,1487013027,1487094906,100,jelly,1,1374.983333
kriaukle,sink,C37,C,1487009898,1487010536,1487011173,1487011748,1487012379,1487013023,1487094948,2,unsure,0,1376.15
kamuolys,ball,C37,C,1487009908,1487010520,1487011147,1487011760,1487012393,1487013013,1487094960,10,ball,1,1376.116667
gelezis,iron,C37,C,1487009919,1487010657,1487011262,1487011846,1487012499,1487013047,1487094971,0,unsure,0,1374.533333
kardas,sword,C37,C,1487009935,1487010597,1487011252,1487011862,1487012489,1487013074,1487094984,15,unsure,0,1374.916667
tiltas,bridge,C37,C,1487009949,1487010641,1487011221,1487011830,1487012447,1487013069,1487095011,93,bridge,1,1376.066667
smegenys,brain,C37,C,1487009959,1487010625,1487011237,1487011816,1487012473,1487013065,1487094968,51,brain,1,1374.916667
sesuo,sister,C37,C,1487009975,1487010611,1487011205,1487011800,1487012461,1487013060,1487094966,100,sister,1,1375.083333
padazas,gravy,C37,C,1487009991,1487010667,1487011298,1487011875,1487012552,1487013100,1487095045,7,shoe,0,1374.883333
plyta,brick,C37,C,1487010003,1487010696,1487011282,1487011907,1487012568,1487013079,1487095015,50,unsure,0,1374.116667
lova,bed,C37,C,1487010015,1487010716,1487011312,1487011919,1487012512,1487013083,1487095013,96,bed,1,1375.016667
upe,river,C37,C,1487010029,1487010682,1487011272,1487011895,1487012524,1487013095,1487095042,100,river,1,1375.3
kirvis,axe,C37,C,1487010040,1487010706,1487011326,1487011885,1487012540,1487013090,1487095034,11,unsure,0,1374.9
kunigas,priest,C37,C,1487010054,1487010774,1487011346,1487011992,1487012606,1487013107,1487095062,100,priest,1,1374.266667
knyga,book,C37,C,1487010070,1487010752,1487011336,1487011947,1487012619,1487013112,1487095066,100,book,1,1374.116667
varpas,bell,C37,C,1487010080,1487010740,1487011357,1487011963,1487012631,1487013120,1487095100,13,unsure,0,1374.483333
miestas,city,C37,C,1487010094,1487010730,1487011371,1487011931,1487012580,1487013116,1487095096,100,city,1,1375.266667
lietus,rain,C37,C,1487010108,1487010762,1487011381,1487011977,1487012590,1487013104,1487095069,40,unsure,0,1374.65
batas,shoe,C37,C,1487010122,1487010799,1487011425,1487012040,1487012645,1487013141,1487095112,90,shoe,1,1374.45
karalius,king,C37,C,1487010138,1487010839,1487011441,1487012002,1487012677,1487013137,1487095119,91,king,1,1374.033333
akis,eye,C37,C,1487010150,1487010825,1487011413,1487012050,1487012655,1487013150,1487095131,71,eye,1,1374.6
masina,car,C37,C,1487010163,1487010815,1487011455,1487012030,1487012691,1487013123,1487095123,100,car,1,1373.866667
pinigine,wallet,C37,C,1487010175,1487010789,1487011397,1487012014,1487012667,1487013132,1487095127,100,wallet,1,1374.333333
laikrodis,clock,C37,C,1487010185,1487010867,1487011494,1487012113,1487012754,1487013168,1487095159,9,unsure,0,1373.416667
laiptelis,stair,C37,C,1487010197,1487010853,1487011484,1487012062,1487012723,1487013153,1487095135,69,chair,0,1373.533333
kumpis,ham,C37,C,1487010213,1487010904,1487011472,1487012076,1487012738,1487013161,1487095140,50,unsure,0,1373.366667
duona,bread,C37,C,1487010225,1487010883,1487011506,1487012101,1487012707,1487013158,1487095164,59,unsure,0,1374.283333
vaistas,drug,C37,C,1487010239,1487010893,1487011518,1487012088,1487012770,1487013173,1487095194,76,drug,1,1373.733333
pastatas,building,C38,C,1487181932,1487182659,1487183340,1487184166,1487184903,1487185803,1487270129,81,building,1,1420.433333
mesa,meat,C38,C,1487181944,1487182633,1487183396,1487184136,1487184928,1487185797,1487270227,100,meat,1,1421.65
kreida,chalk,C38,C,1487181958,1487182617,1487183356,1487184186,1487184918,1487185779,1487270248,80,unsure,0,1422.166667
bugnas,drum,C38,C,1487181972,1487182647,1487183370,1487184176,1487184938,1487185820,1487270238,81,drum,1,1421.666667
muilas,soap,C38,C,1487181985,1487182673,1487183386,1487184152,1487184948,1487185810,1487270274,80,soap,1,1422.1
rusys,basement,C38,C,1487182001,1487182716,1487183437,1487184229,1487184976,1487185826,1487270283,71,apartment,0,1421.783333
mokykla,school,C38,C,1487182015,1487182728,1487183465,1487184253,1487185012,1487185847,1487270292,61,school,1,1421.333333
dirzas,belt,C38,C,1487182031,1487182738,1487183449,1487184200,1487184964,1487185852,1487270306,30,unsure,0,1422.366667
pupa,bean,C38,C,1487182043,1487182687,1487183408,1487184241,1487184988,1487185842,1487270322,91,bean,1,1422.233333
nafta,oil,C38,C,1487182059,1487182702,1487183422,1487184213,1487185002,1487185835,1487270301,60,oil,1,1421.65
sausainis,cookie,C38,C,1487182069,1487182794,1487183535,1487184305,1487185059,1487185879,1487270355,67,cookie,1,1421.6
purvas,dirt,C38,C,1487182079,1487182804,1487183503,1487184293,1487185069,1487185889,1487270364,21,dirt,1,1421.583333
traukinys,train,C38,C,1487182090,1487182750,1487183477,1487184265,1487185037,1487185873,1487270327,91,train,1,1421.5
arbata,tea,C38,C,1487182100,1487182766,1487183519,1487184315,1487185023,1487185859,1487270334,70,unsure,0,1421.85
smuikas,violin,C38,C,1487182116,1487182782,1487183493,1487184281,1487185049,1487185867,1487270375,20,unsure,0,1422.1
burna,mouth,C38,C,1487182132,1487182879,1487183578,1487184380,1487185138,1487185904,1487270393,100,mouth,1,1420.916667
daina,song,C38,C,1487182142,1487182863,1487183548,1487184366,1487185125,1487185920,1487270416,61,music,0,1421.516667
zele,jelly,C38,C,1487182158,1487182847,1487183604,1487184330,1487185111,1487185914,1487270387,100,jelly,1,1421.266667
kriaukle,sink,C38,C,1487182168,1487182831,1487183588,1487184340,1487185083,1487185908,1487270399,21,shirt,0,1421.933333
kamuolys,ball,C38,C,1487182178,1487182815,1487183562,1487184352,1487185097,1487185894,1487270430,31,iron,0,1422.216667
gelezis,iron,C38,C,1487182188,1487182952,1487183677,1487184438,1487185204,1487185925,1487270450,21,iron,1,1420.766667
kardas,sword,C38,C,1487182205,1487182891,1487183667,1487184455,1487185194,1487185947,1487270459,21,unknown,0,1421.083333
tiltas,bridge,C38,C,1487182219,1487182936,1487183636,1487184422,1487185152,1487185941,1487270473,100,bridge,1,1422.016667
smegenys,brain,C38,C,1487182229,1487182919,1487183652,1487184408,1487185178,1487185936,1487270443,51,brain,1,1421.083333
sesuo,sister,C38,C,1487182245,1487182905,1487183620,1487184392,1487185166,1487185932,1487270437,71,sister,1,1421.183333
padazas,gravy,C38,C,1487182261,1487182962,1487183713,1487184467,1487185257,1487185979,1487270513,30,unknown,0,1420.933333
plyta,brick,C38,C,1487182273,1487182990,1487183697,1487184499,1487185273,1487185952,1487270487,51,unknown,0,1420.233333
lova,bed,C38,C,1487182285,1487183010,1487183727,1487184511,1487185216,1487185958,1487270483,100,bed,1,1421.116667
upe,river,C38,C,1487182299,1487182976,1487183687,1487184487,1487185228,1487185969,1487270507,100,river,1,1421.316667
kirvis,axe,C38,C,1487182310,1487183000,1487183741,1487184477,1487185244,1487185964,1487270498,26,iron,0,1420.9
kunigas,priest,C38,C,1487182324,1487183069,1487183761,1487184584,1487185311,1487185997,1487270528,80,priest,1,1420.283333
knyga,book,C38,C,1487182340,1487183046,1487183751,1487184539,1487185323,1487186004,1487270537,49,unknown,0,1420.233333
varpas,bell,C38,C,1487182350,1487183034,1487183772,1487184555,1487185335,1487186015,1487270586,20,unknown,0,1420.85
miestas,city,C38,C,1487182364,1487183024,1487183786,1487184523,1487185285,1487186009,1487270573,76,city,1,1421.466667
lietus,rain,C38,C,1487182378,1487183057,1487183796,1487184570,1487185295,1487185989,1487270543,70,unknown,0,1420.8
batas,shoe,C38,C,1487182392,1487183093,1487183840,1487184632,1487185349,1487186044,1487270592,90,shoe,1,1420.716667
karalius,king,C38,C,1487182408,1487183133,1487183856,1487184594,1487185382,1487186037,1487270601,60,king,1,1420.316667
akis,eye,C38,C,1487182420,1487183119,1487183828,1487184642,1487185359,1487186051,1487270620,90,eye,1,1421.016667
masina,car,C38,C,1487182433,1487183109,1487183870,1487184622,1487185396,1487186021,1487270608,51,car,1,1420.2
pinigine,wallet,C38,C,1487182445,1487183083,1487183812,1487184606,1487185372,1487186028,1487270615,40,wallet,1,1420.716667
laikrodis,clock,C38,C,1487182455,1487183161,1487183909,1487184705,1487185458,1487186072,1487270656,21,unknown,0,1419.966667
laiptelis,stair,C38,C,1487182467,1487183147,1487183899,1487184654,1487185428,1487186055,1487270628,21,iron,0,1420
kumpis,ham,C38,C,1487182483,1487183198,1487183887,1487184668,1487185442,1487186068,1487270640,80,ham,1,1419.966667
duona,bread,C38,C,1487182495,1487183178,1487183921,1487184693,1487185412,1487186060,1487270664,81,bread,1,1420.866667
vaistas,drug,C38,C,1487182509,1487183188,1487183933,1487184681,1487185474,1487186077,1487270671,31,drug,1,1419.95
pastatas,building,C39,C,1487629644,1487630282,1487630836,1487631477,1487632038,1487632795,1487715769,67,unsure,0,1395.516667
mesa,meat,C39,C,1487629656,1487630255,1487630892,1487631447,1487632062,1487632770,1487715845,95,meat,1,1396.383333
kreida,chalk,C39,C,1487629671,1487630239,1487630852,1487631498,1487632052,1487632754,1487715851,85,book,0,1396.65
bugnas,drum,C39,C,1487629685,1487630269,1487630866,1487631487,1487632072,1487632808,1487715848,92,drum,1,1396.266667
muilas,soap,C39,C,1487629697,1487630296,1487630882,1487631463,1487632082,1487632802,1487715863,58,soap,1,1396.35
rusys,basement,C39,C,1487629713,1487630338,1487630932,1487631540,1487632111,1487632814,1487715866,90,basement,1,1395.916667
mokykla,school,C39,C,1487629727,1487630350,1487630961,1487631564,1487632147,1487632839,1487715869,63,school,1,1395.366667
dirzas,belt,C39,C,1487629743,1487630360,1487630945,1487631512,1487632098,1487632847,1487715879,59,dirt,0,1396.35
pupa,bean,C39,C,1487629755,1487630310,1487630904,1487631552,1487632123,1487632830,1487715896,100,bean,1,1396.216667
nafta,oil,C39,C,1487629771,1487630324,1487630918,1487631524,1487632137,1487632823,1487715876,99,oil,1,1395.65
sausainis,cookie,C39,C,1487629782,1487630417,1487631031,1487631617,1487632193,1487632872,1487715921,89,cookie,1,1395.466667
purvas,dirt,C39,C,1487629792,1487630427,1487630999,1487631604,1487632203,1487632878,1487715928,96,dirt,1,1395.416667
traukinys,train,C39,C,1487629802,1487630372,1487630973,1487631576,1487632171,1487632859,1487715898,88,unsure,0,1395.45
arbata,tea,C39,C,1487629812,1487630388,1487631015,1487631627,1487632157,1487632850,1487715918,82,tea,1,1396.016667
smuikas,violin,C39,C,1487629828,1487630405,1487630989,1487631592,1487632183,1487632854,1487715932,77,violin,1,1395.816667
burna,mouth,C39,C,1487629844,1487630501,1487631074,1487631691,1487632272,1487632889,1487715939,95,mouth,1,1394.45
daina,song,C39,C,1487629854,1487630485,1487631043,1487631677,1487632260,1487632901,1487715947,90,song,1,1394.783333
zele,jelly,C39,C,1487629870,1487630469,1487631100,1487631641,1487632246,1487632897,1487715937,100,jelly,1,1394.85
kriaukle,sink,C39,C,1487629880,1487630453,1487631084,1487631651,1487632217,1487632894,1487715943,80,sink,1,1395.433333
kamuolys,ball,C39,C,1487629891,1487630437,1487631058,1487631663,1487632232,1487632885,1487715949,42,unsure,0,1395.283333
gelezis,iron,C39,C,1487629901,1487630574,1487631173,1487631750,1487632338,1487632905,1487715963,26,iron,1,1393.75
kardas,sword,C39,C,1487629917,1487630514,1487631162,1487631766,1487632328,1487632921,1487715968,76,sword,1,1394
tiltas,bridge,C39,C,1487629931,1487630558,1487631132,1487631734,1487632286,1487632918,1487715973,96,bridge,1,1394.783333
smegenys,brain,C39,C,1487629941,1487630542,1487631148,1487631719,1487632312,1487632914,1487715960,91,brain,1,1394.133333
sesuo,sister,C39,C,1487629957,1487630528,1487631116,1487631703,1487632300,1487632911,1487715957,82,sister,1,1394.283333
padazas,gravy,C39,C,1487629973,1487630584,1487631209,1487631778,1487632391,1487632950,1487715991,42,unsure,0,1393.333333
plyta,brick,C39,C,1487629985,1487630612,1487631193,1487631810,1487632407,1487632924,1487715979,54,brick,1,1392.866667
lova,bed,C39,C,1487629998,1487630633,1487631223,1487631822,1487632351,1487632928,1487715976,98,bed,1,1393.75
upe,river,C39,C,1487630012,1487630598,1487631183,1487631798,1487632363,1487632936,1487715987,89,river,1,1393.733333
kirvis,axe,C39,C,1487630022,1487630622,1487631237,1487631788,1487632379,1487632931,1487715984,88,axe,1,1393.416667
kunigas,priest,C39,C,1487630036,1487630691,1487631257,1487631895,1487632445,1487632962,1487716000,62,book,0,1392.583333
knyga,book,C39,C,1487630052,1487630669,1487631247,1487631851,1487632458,1487632966,1487716007,65,book,1,1392.483333
varpas,bell,C39,C,1487630062,1487630657,1487631267,1487631867,1487632470,1487632973,1487716015,38,unsure,0,1392.416667
miestas,city,C39,C,1487630076,1487630647,1487631282,1487631834,1487632419,1487632970,1487716012,75,city,1,1393.216667
lietus,rain,C39,C,1487630090,1487630679,1487631292,1487631881,1487632429,1487632958,1487716009,82,rain,1,1393
batas,shoe,C39,C,1487630104,1487630715,1487631336,1487631943,1487632484,1487632986,1487716021,85,shoe,1,1392.283333
karalius,king,C39,C,1487630121,1487630756,1487631352,1487631905,1487632516,1487632983,1487716024,85,king,1,1391.8
