lith_word_studied,eng_word_studied,participant_id,delay_group,study1_start,study2_start,study3_start,study4_start,study5_start,jol_start,recall_start,jol_value,eng_word_response,recall_accuracy,study_test_lag
lova,bed,H5,H,1474409701,1474410342,1474410957,1474411597,1474412125,1474412705,1475016215,61,bed,1,10068.16667
upe,river,H5,H,1474409715,1474410308,1474410917,1474411573,1474412137,1474412712,1475016224,20,unsure,0,10068.11667
kirvis,axe,H5,H,1474409725,1474410332,1474410972,1474411562,1474412153,1474412708,1475016221,20,sword,0,10067.8
kunigas,priest,H5,H,1474409740,1474410400,1474410992,1474411669,1474412220,1474412723,1475016233,0,unsure,0,10066.88333
knyga,book,H5,H,1474409756,1474410378,1474410982,1474411625,1474412232,1474412726,1475016236,10,unsure,0,10066.73333
varpas,bell,H5,H,1474409766,1474410366,1474411002,1474411641,1474412244,1474412733,1475016244,1,unsure,0,10066.66667
miestas,city,H5,H,1474409780,1474410356,1474411016,1474411609,1474412194,1474412729,1475016241,0,unsure,0,10067.45
lietus,rain,H5,H,1474409794,1474410388,1474411026,1474411655,1474412204,1474412719,1475016238,20,unsure,0,10067.23333
batas,shoe,H5,H,1474409808,1474410425,1474411070,1474411718,1474412258,1474412746,1475016247,9,unsure,0,10066.48333
karalius,king,H5,H,1474409824,1474410465,1474411087,1474411680,1474412290,1474412743,1475016250,10,unsure,0,10066
akis,eye,H5,H,1474409836,1474410451,1474411058,1474411728,1474412268,1474412749,1475016261,10,unsure,0,10066.55
masina,car,H5,H,1474409848,1474410441,1474411101,1474411708,1474412305,1474412736,1475016252,0,unsure,0,10065.78333
pinigine,wallet,H5,H,1474409860,1474410414,1474411042,1474411692,1474412280,1474412740,1475016255,10,unsure,0,10066.25
laikrodis,clock,H5,H,1474409871,1474410493,1474411139,1474411790,1474412367,1474412765,1475016269,10,unsure,0,10065.03333
laiptelis,stair,H5,H,1474409883,1474410479,1474411129,1474411740,1474412337,1474412752,1475016264,0,unsure,0,10065.45
kumpis,ham,H5,H,1474409899,1474410529,1474411117,1474411754,1474412351,1474412762,1475016266,20,unsure,0,10065.25
duona,bread,H5,H,1474409911,1474410509,1474411151,1474411778,1474412321,1474412758,1475016271,20,unsure,0,10065.83333
vaistas,drug,H5,H,1474409925,1474410519,1474411163,1474411766,1474412383,1474412769,1475016275,20,unsure,0,10064.86667
pastatas,building,H50,H,1491239364,1491240432,1491241289,1491242333,1491243155,1491243943,1491846358,80,building,1,10053.38333
mesa,meat,H50,H,1491239376,1491240405,1491241346,1491242303,1491243179,1491243938,1491846367,100,meat,1,10053.13333
kreida,chalk,H50,H,1491239390,1491240389,1491241305,1491242353,1491243169,1491243934,1491846378,100,chalk,1,10053.48333
bugnas,drum,H50,H,1491239404,1491240419,1491241320,1491242343,1491243189,1491243958,1491846370,70,drum,1,10053.01667
muilas,soap,H50,H,1491239416,1491240446,1491241336,1491242319,1491243199,1491243954,1491846385,60,unsure,0,10053.1
rusys,basement,H50,H,1491239432,1491240488,1491241386,1491242395,1491243228,1491243964,1491846402,40,unsure,0,10052.9
mokykla,school,H50,H,1491239446,1491240500,1491241414,1491242420,1491243264,1491243977,1491846409,30,school,1,10052.41667
dirzas,belt,H50,H,1491239462,1491240510,1491241398,1491242367,1491243216,1491243981,1491846428,40,unsure,0,10053.53333
pupa,bean,H50,H,1491239474,1491240460,1491241358,1491242407,1491243240,1491243974,1491846435,70,bean,1,10053.25
nafta,oil,H50,H,1491239491,1491240474,1491241372,1491242379,1491243254,1491243969,1491846419,50,oil,1,10052.75
sausainis,cookie,H50,H,1491239501,1491240567,1491241485,1491242472,1491243310,1491243997,1491846462,80,cookie,1,10052.53333
purvas,dirt,H50,H,1491239511,1491240577,1491241453,1491242460,1491243321,1491244000,1491846475,90,dirt,1,10052.56667
traukinys,train,H50,H,1491239521,1491240522,1491241426,1491242432,1491243288,1491243992,1491846442,40,train,1,10052.56667
arbata,tea,H50,H,1491239531,1491240538,1491241469,1491242482,1491243274,1491243985,1491846454,80,unsure,0,10053
smuikas,violin,H50,H,1491239547,1491240555,1491241443,1491242448,1491243300,1491243989,1491846483,30,violin,1,10053.05
burna,mouth,H50,H,1491239563,1491240651,1491241527,1491242547,1491243389,1491244012,1491846497,70,lips,0,10051.8
daina,song,H50,H,1491239573,1491240635,1491241497,1491242533,1491243377,1491244028,1491846517,90,song,1,10052.33333
zele,jelly,H50,H,1491239590,1491240619,1491241554,1491242496,1491243363,1491244023,1491846493,100,jelly,1,10052.16667
kriaukle,sink,H50,H,1491239600,1491240603,1491241537,1491242506,1491243335,1491244017,1491846506,20,sink,1,10052.85
kamuolys,ball,H50,H,1491239610,1491240587,1491241511,1491242518,1491243349,1491244006,1491846525,20,unsure,0,10052.93333
gelezis,iron,H50,H,1491239620,1491240724,1491241626,1491242605,1491243456,1491244032,1491846553,70,iron,1,10051.61667
kardas,sword,H50,H,1491239636,1491240664,1491241616,1491242621,1491243446,1491244046,1491846562,70,sword,1,10051.93333
tiltas,bridge,H50,H,1491239650,1491240708,1491241586,1491242589,1491243403,1491244042,1491846569,30,tea,0,10052.76667
smegenys,brain,H50,H,1491239660,1491240692,1491241602,1491242575,1491243429,1491244039,1491846543,30,brain,1,10051.9
sesuo,sister,H50,H,1491239676,1491240678,1491241570,1491242559,1491243417,1491244035,1491846536,70,sister,1,10051.98333
padazas,gravy,H50,H,1491239693,1491240734,1491241663,1491242633,1491243508,1491244064,1491846603,90,gravy,1,10051.58333
plyta,brick,H50,H,1491239705,1491240762,1491241646,1491242666,1491243524,1491244051,1491846584,60,brick,1,10051
lova,bed,H50,H,1491239717,1491240783,1491241677,1491242678,1491243468,1491244054,1491846577,100,bed,1,10051.81667
upe,river,H50,H,1491239731,1491240748,1491241636,1491242654,1491243480,1491244060,1491846597,100,river,1,10051.95
kirvis,axe,H50,H,1491239741,1491240772,1491241691,1491242643,1491243496,1491244057,1491846590,70,unsure,0,10051.56667
kunigas,priest,H50,H,1491239755,1491240841,1491241711,1491242750,1491243563,1491244073,1491846611,90,priest,1,10050.8
knyga,book,H50,H,1491239771,1491240819,1491241701,1491242706,1491243575,1491244077,1491846620,80,knife,0,10050.75
varpas,bell,H50,H,1491239781,1491240807,1491241721,1491242722,1491243587,1491244083,1491846642,60,bell,1,10050.91667
miestas,city,H50,H,1491239795,1491240797,1491241735,1491242690,1491243536,1491244080,1491846635,80,city,1,10051.65
lietus,rain,H50,H,1491239810,1491240829,1491241745,1491242736,1491243546,1491244069,1491846628,80,unsure,0,10051.36667
batas,shoe,H50,H,1491239824,1491240865,1491241790,1491242799,1491243601,1491244100,1491846649,100,shoe,1,10050.8
karalius,king,H50,H,1491239840,1491240906,1491241806,1491242760,1491243633,1491244097,1491846656,100,king,1,10050.38333
akis,eye,H50,H,1491239852,1491240892,1491241778,1491242809,1491243611,1491244104,1491846688,80,eye,1,10051.28333
masina,car,H50,H,1491239864,1491240881,1491241820,1491242789,1491243647,1491244089,1491846659,40,machine,0,10050.2
pinigine,wallet,H50,H,1491239876,1491240855,1491241761,1491242773,1491243623,1491244093,1491846678,80,money,0,10050.91667
laikrodis,clock,H50,H,1491239886,1491240934,1491241858,1491242871,1491243710,1491244125,1491846714,50,watch,0,10050.06667
laiptelis,stair,H50,H,1491239898,1491240920,1491241848,1491242821,1491243680,1491244111,1491846694,30,unsure,0,10050.23333
kumpis,ham,H50,H,1491239914,1491240970,1491241836,1491242835,1491243694,1491244121,1491846705,50,ham,1,10050.18333
duona,bread,H50,H,1491239927,1491240950,1491241870,1491242859,1491243664,1491244118,1491846721,50,bread,1,10050.95
vaistas,drug,H50,H,1491239941,1491240960,1491241883,1491242847,1491243726,1491244129,1491846728,60,drug,1,10050.03333
pastatas,building,H6,H,1474470422,1474471288,1474472128,1474473469,1474474313,1474475169,1475075310,100,pasta,0,10016.61667
mesa,meat,H6,H,1474470434,1474471262,1474472185,1474473439,1474474337,1474475165,1475075315,100,meat,1,10016.3
kreida,chalk,H6,H,1474470448,1474471246,1474472144,1474473489,1474474327,1474475157,1475075321,51,unsure,0,10016.56667
bugnas,drum,H6,H,1474470462,1474471276,1474472158,1474473479,1474474348,1474475177,1475075318,52,bed,0,10016.16667
muilas,soap,H6,H,1474470474,1474471302,1474472174,1474473455,1474474358,1474475173,1475075325,48,money,0,10016.11667
rusys,basement,H6,H,1474470490,1474471345,1474472225,1474473532,1474474386,1474475180,1475075328,45,unsure,0,10015.7
mokykla,school,H6,H,1474470504,1474471357,1474472253,1474473556,1474474422,1474475195,1475075330,76,unsure,0,10015.13333
dirzas,belt,H6,H,1474470520,1474471367,1474472237,1474473504,1474474374,1474475199,1475075336,8,unsure,0,10016.03333
pupa,bean,H6,H,1474470532,1474471316,1474472197,1474473544,1474474398,1474475192,1475075339,100,puppy,0,10015.68333
nafta,oil,H6,H,1474470549,1474471331,1474472211,1474473516,1474474412,1474475185,1475075334,86,unsure,0,10015.36667
sausainis,cookie,H6,H,1474470559,1474471423,1474472324,1474473608,1474474469,1474475211,1475075348,49,sausage,0,10014.65
purvas,dirt,H6,H,1474470569,1474471433,1474472291,1474473596,1474474479,1474475214,1475075351,39,unsure,0,10014.53333
traukinys,train,H6,H,1474470579,1474471379,1474472265,1474473568,1474474446,1474475208,1475075342,100,unsure,0,10014.93333
arbata,tea,H6,H,1474470589,1474471395,1474472308,1474473619,1474474432,1474475202,1475075345,99,unsure,0,10015.21667
smuikas,violin,H6,H,1474470605,1474471411,1474472281,1474473584,1474474459,1474475205,1475075356,26,unsure,0,10014.95
burna,mouth,H6,H,1474470621,1474471508,1474472366,1474473683,1474474547,1474475220,1475075360,39,burn,0,10013.55
daina,song,H6,H,1474470631,1474471492,1474472336,1474473669,1474474535,1474475229,1475075366,100,sing,0,10013.85
zele,jelly,H6,H,1474470648,1474471476,1474472392,1474473633,1474474521,1474475226,1475075358,100,unsure,0,10013.95
kriaukle,sink,H6,H,1474470658,1474471460,1474472376,1474473643,1474474493,1474475223,1475075363,41,unsure,0,10014.5
kamuolys,ball,H6,H,1474470668,1474471444,1474472350,1474473655,1474474507,1474475217,1475075368,49,unsure,0,10014.35
gelezis,iron,H6,H,1474470678,1474471581,1474472465,1474473742,1474474614,1474475233,1475075378,35,unsure,0,10012.73333
kardas,sword,H6,H,1474470694,1474471520,1474472455,1474473758,1474474604,1474475246,1475075380,99,unsure,0,10012.93333
tiltas,bridge,H6,H,1474470708,1474471565,1474472425,1474473725,1474474561,1474475242,1475075382,100,tilt,0,10013.68333
smegenys,brain,H6,H,1474470718,1474471548,1474472441,1474473711,1474474588,1474475238,1475075375,47,unsure,0,10013.11667
sesuo,sister,H6,H,1474470734,1474471534,1474472408,1474473695,1474474576,1474475235,1475075371,100,second,0,10013.25
padazas,gravy,H6,H,1474470750,1474471591,1474472501,1474473770,1474474666,1474475263,1475075394,33,unsure,0,10012.13333
plyta,brick,H6,H,1474470763,1474471619,1474472485,1474473802,1474474682,1474475250,1475075387,39,play,0,10011.75
lova,bed,H6,H,1474470775,1474471639,1474472515,1474473814,1474474626,1474475254,1475075385,100,love,0,10012.65
upe,river,H6,H,1474470789,1474471605,1474472475,1474473790,1474474638,1474475260,1475075392,99,up,0,10012.56667
kirvis,axe,H6,H,1474470799,1474471629,1474472530,1474473780,1474474654,1474475257,1475075390,100,unsure,0,10012.26667
kunigas,priest,H6,H,1474470813,1474471698,1474472550,1474473887,1474474721,1474475269,1475075396,31,unsure,0,10011.25
knyga,book,H6,H,1474470829,1474471676,1474472540,1474473842,1474474733,1474475272,1475075398,41,unsure,0,10011.08333
varpas,bell,H6,H,1474470839,1474471663,1474472560,1474473859,1474474745,1474475278,1475075406,28,unsure,0,10011.01667
miestas,city,H6,H,1474470853,1474471653,1474472574,1474473826,1474474695,1474475275,1475075403,15,unsure,0,10011.8
lietus,rain,H6,H,1474470867,1474471686,1474472584,1474473873,1474474705,1474475266,1475075401,33,lying,0,10011.6
batas,shoe,H6,H,1474470882,1474471722,1474472628,1474473935,1474474759,1474475289,1475075410,47,unsure,0,10010.85
karalius,king,H6,H,1474470898,1474471762,1474472645,1474473897,1474474791,1474475287,1475075413,34,unsure,0,10010.36667
akis,eye,H6,H,1474470910,1474471748,1474472616,1474473945,1474474769,1474475292,1475075419,100,picture,0,10010.83333
masina,car,H6,H,1474470922,1474471738,1474472659,1474473925,1474474806,1474475281,1475075415,22,unsure,0,10010.15
pinigine,wallet,H6,H,1474470934,1474471712,1474472600,1474473909,1474474781,1474475284,1475075417,100,unsure,0,10010.6
laikrodis,clock,H6,H,1474470944,1474471791,1474472697,1474474008,1474474868,1474475304,1475075426,32,unsure,0,10009.3
laiptelis,stair,H6,H,1474470956,1474471776,1474472687,1474473957,1474474838,1474475296,1475075422,43,unsure,0,10009.73333
kumpis,ham,H6,H,1474470972,1474471827,1474472675,1474473972,1474474852,1474475302,1475075424,36,unsure,0,10009.53333
duona,bread,H6,H,1474470984,1474471807,1474472709,1474473996,1474474822,1474475299,1475075428,43,unsure,0,10010.1
vaistas,drug,H6,H,1474470999,1474471817,1474472721,1474473984,1474474884,1474475308,1475075430,100,unsure,0,10009.1
pastatas,building,H7,H,1474642336,1474642983,1474643722,1474644451,1474645053,1474645763,1475247369,100,pasta,0,10038.6
mesa,meat,H7,H,1474642348,1474642956,1474643779,1474644421,1474645078,1474645759,1475247375,100,meat,1,10038.28333
kreida,chalk,H7,H,1474642362,1474642940,1474643738,1474644471,1474645067,1474645749,1475247393,100,chalk,1,10038.76667
bugnas,drum,H7,H,1474642377,1474642970,1474643753,1474644461,1474645088,1474645771,1475247384,100,bell,0,10038.26667
muilas,soap,H7,H,1474642389,1474642997,1474643769,1474644437,1474645098,1474645767,1475247396,90,ice,0,10038.3
rusys,basement,H7,H,1474642405,1474643039,1474643819,1474644514,1474645126,1474645776,1475247406,80,iron,0,10038
mokykla,school,H7,H,1474642419,1474643051,1474643847,1474644538,1474645162,1474645787,1475247413,90,school,1,10037.51667
dirzas,belt,H7,H,1474642435,1474643061,1474643831,1474644485,1474645114,1474645791,1475247427,90,axe,0,10038.55
pupa,bean,H7,H,1474642447,1474643011,1474643791,1474644526,1474645138,1474645784,1475247431,100,bean,1,10038.21667
nafta,oil,H7,H,1474642463,1474643025,1474643805,1474644497,1474645152,1474645780,1475247420,90,oil,1,10037.8
sausainis,cookie,H7,H,1474642473,1474643118,1474643918,1474644590,1474645209,1474645807,1475247448,100,cookie,1,10037.31667
purvas,dirt,H7,H,1474642484,1474643128,1474643886,1474644578,1474645219,1474645813,1475247454,90,shovel,0,10037.25
traukinys,train,H7,H,1474642494,1474643073,1474643859,1474644550,1474645187,1474645803,1475247434,100,train,1,10037.45
arbata,tea,H7,H,1474642504,1474643089,1474643902,1474644600,1474645172,1474645796,1475247437,100,potato,0,10037.75
smuikas,violin,H7,H,1474642520,1474643106,1474643876,1474644566,1474645199,1474645799,1475247458,90,iron,0,10037.65
burna,mouth,H7,H,1474642536,1474643202,1474643960,1474644665,1474645287,1474645823,1475247468,100,unsure,0,10036.35
daina,song,H7,H,1474642546,1474643186,1474643930,1474644651,1474645275,1474645835,1475247492,90,bread,0,10036.95
zele,jelly,H7,H,1474642562,1474643170,1474643987,1474644614,1474645261,1474645832,1475247465,100,jelly,1,10036.73333
kriaukle,sink,H7,H,1474642572,1474643154,1474643970,1474644625,1474645233,1474645828,1475247476,99,unsure,0,10037.38333
kamuolys,ball,H7,H,1474642583,1474643138,1474643944,1474644637,1474645247,1474645817,1475247496,60,building,0,10037.48333
gelezis,iron,H7,H,1474642593,1474643275,1474644059,1474644723,1474645354,1474645839,1475247516,90,brick,0,10036.03333
kardas,sword,H7,H,1474642609,1474643215,1474644049,1474644739,1474645344,1474645854,1475247523,85,sword,1,10036.31667
tiltas,bridge,H7,H,1474642623,1474643259,1474644019,1474644707,1474645302,1474645850,1475247527,81,building,0,10037.08333
smegenys,brain,H7,H,1474642633,1474643243,1474644035,1474644693,1474645328,1474645846,1475247509,90,unsure,0,10036.35
sesuo,sister,H7,H,1474642649,1474643229,1474644003,1474644677,1474645316,1474645843,1475247505,100,sister,1,10036.48333
padazas,gravy,H7,H,1474642665,1474643285,1474644096,1474644752,1474645406,1474645872,1475247554,80,unsure,0,10035.8
plyta,brick,H7,H,1474642677,1474643313,1474644079,1474644784,1474645423,1474645858,1475247533,80,building,0,10035.16667
lova,bed,H7,H,1474642689,1474643334,1474644110,1474644796,1474645366,1474645862,1475247530,100,bread,0,10036.06667
upe,river,H7,H,1474642704,1474643299,1474644069,1474644772,1474645378,1474645869,1475247547,100,unsure,0,10036.15
kirvis,axe,H7,H,1474642714,1474643323,1474644124,1474644762,1474645394,1474645866,1475247544,91,knife,0,10035.83333
kunigas,priest,H7,H,1474642728,1474643392,1474644144,1474644869,1474645461,1474645881,1475247563,90,fire,0,10035.03333
knyga,book,H7,H,1474642744,1474643370,1474644134,1474644824,1474645473,1474645885,1475247568,100,unsure,0,10034.91667
varpas,bell,H7,H,1474642754,1474643358,1474644154,1474644840,1474645485,1474645892,1475247585,60,sword,0,10035
miestas,city,H7,H,1474642768,1474643348,1474644168,1474644808,1474645435,1474645889,1475247580,100,building,0,10035.75
lietus,rain,H7,H,1474642782,1474643380,1474644178,1474644854,1474645445,1474645875,1475247576,80,bed,0,10035.51667
batas,shoe,H7,H,1474642796,1474643416,1474644223,1474644917,1474645499,1474645906,1475247589,100,unsure,0,10034.83333
karalius,king,H7,H,1474642812,1474643457,1474644239,1474644879,1474645532,1474645904,1475247597,100,unsure,0,10034.41667
akis,eye,H7,H,1474642825,1474643443,1474644211,1474644927,1474645509,1474645909,1475247616,100,unsure,0,10035.11667
masina,car,H7,H,1474642837,1474643432,1474644253,1474644907,1474645546,1474645896,1475247601,91,building,0,10034.25
pinigine,wallet,H7,H,1474642849,1474643406,1474644194,1474644891,1474645521,1474645900,1475247613,84,unsure,0,10034.86667
laikrodis,clock,H7,H,1474642859,1474643485,1474644291,1474644990,1474645608,1474645925,1475247636,100,unsure,0,10033.8
laiptelis,stair,H7,H,1474642871,1474643471,1474644281,1474644939,1474645578,1474645912,1475247622,81,unsure,0,10034.06667
kumpis,ham,H7,H,1474642887,1474643521,1474644269,1474644953,1474645592,1474645921,1475247629,90,unsure,0,10033.95
duona,bread,H7,H,1474642899,1474643501,1474644303,1474644977,1474645562,1474645917,1475247645,80,bread,1,10034.71667
vaistas,drug,H7,H,1474642913,1474643511,1474644315,1474644965,1474645624,1474645928,1475247651,100,unsure,0,10033.78333
pastatas,building,H8,H,1475764261,1475764914,1475765485,1475766137,1475766702,1475767405,1476370736,80,building,1,10067.23333
mesa,meat,H8,H,1475764273,1475764888,1475765541,1475766106,1475766726,1475767401,1476370749,80,unsure,0,10067.05
kreida,chalk,H8,H,1475764287,1475764871,1475765501,1475766157,1475766716,1475767393,1476370765,90,chalk,1,10067.48333
bugnas,drum,H8,H,1475764301,1475764902,1475765515,1475766147,1475766736,1475767414,1476370760,90,drum,1,10067.06667
muilas,soap,H8,H,1475764313,1475764928,1475765531,1475766123,1475766746,1475767409,1476370774,60,unsure,0,10067.13333
rusys,basement,H8,H,1475764330,1475764970,1475765581,1475766199,1475766774,1475767418,1476370788,50,unsure,0,10066.9
mokykla,school,H8,H,1475764344,1475764982,1475765610,1475766223,1475766811,1475767432,1476370794,70,unsure,0,10066.38333
dirzas,belt,H8,H,1475764360,1475764992,1475765593,1475766171,1475766762,1475767442,1476370817,95,belt,1,10067.58333
pupa,bean,H8,H,1475764372,1475764942,1475765553,1475766211,1475766786,1475767429,1476370833,80,unsure,0,10067.45
nafta,oil,H8,H,1475764388,1475764956,1475765567,1475766183,1475766800,1475767425,1476370812,100,oil,1,10066.86667
sausainis,cookie,H8,H,1475764398,1475765049,1475765680,1475766276,1475766857,1475767460,1476370876,80,pizza,0,10066.98333
purvas,dirt,H8,H,1475764408,1475765059,1475765648,1475766264,1475766867,1475767465,1476370880,70,unsure,0,10066.88333
traukinys,train,H8,H,1475764418,1475765005,1475765622,1475766236,1475766835,1475767456,1476370840,85,car,0,10066.75
arbata,tea,H8,H,1475764429,1475765021,1475765664,1475766286,1475766821,1475767448,1476370866,95,flower,0,10067.41667
smuikas,violin,H8,H,1475764445,1475765037,1475765638,1475766252,1475766847,1475767453,1476370887,95,violin,1,10067.33333
burna,mouth,H8,H,1475764461,1475765134,1475765722,1475766351,1475766936,1475767472,1476370898,50,unsure,0,10066.03333
daina,song,H8,H,1475764471,1475765118,1475765692,1475766336,1475766924,1475767483,1476370909,95,song,1,10066.41667
zele,jelly,H8,H,1475764487,1475765101,1475765749,1475766300,1475766909,1475767480,1476370892,80,jelly,1,10066.38333
